,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BRAND,TYPE MODEL,CC,TRANS,FUEL,TANK CAPT,GVW (Kg),GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD,ORIGIN COUNTRY
,Pajero Sport 2.4L DAKAR (4x4) 8AT,2442,AT,D,70,2710,3692,265/60 R18,181,2800,4785 X 1815 X 1805,7,4X4,4WD,-,4,4,CBU,Thailand
,Pajero Sport 2.5L GLX (4x4) 5MT,2477,MT,D,70,2710,4090,265/60 R16,136,2800,4785 X 1815 X 1800,7,4X4,4WD,-,4,4,CKD,INA
,Pajero Sport 2.5L GLX (4x4) 5MT,2477,AT,D,70,2710,4090,265/60 R16,136,2800,4785 X 1815 X 1800,7,4X4,4WD,-,4,4,CBU,Thailand
,Outlander   PHEV,2360,AT,PHEV,45,2390,3789,225/55 R18,128,2670,4695 X 1800 X 1710,5,4X4,AWD,-,4,4,CBU,JPN
NISSAN,Terra VL 2.5 AT 4x4,2488,AT,G,-,-,-,-,-,-,-,-,4X4,-,-,5,4,CBU,-
TOYOTA,Fortuner VRZ 2.4 A/T 4x4 DSL Mi 2020,2393,AT,D,80,0,4.100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,AWD,5,5,4,CKD,INA
,Fortuner G 2.4 A/T 4x4 DSL Mi 2020,2393,AT,D,80,0,4.100,265 / 65 R17,149.3 / 3400,2745,4795x1855x1835,7,4X4,AWD,5,5,4,CKD,INA
VOLKWAGEN,Tiguan 2.0,2000,AT,G,-,1611,3949,-,-,2604,4426 x  1809 x  1703,-,4X4,4WD,-,5,4,CBU,Germany
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BMW,KT62 X5 M,4400,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,4,4,CBU,Germany
,KR01 X5 XDRIVE35I,4400,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,4,4,CBU,Germany
,JU02 X5 M,4395,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,-,4,CBU,Germany
LEXUS,Lexus   LX 570,5663,AT,G,138,2635,-,285 / 50 R20,383 / 5600,-,5065X1980X1865,4,4X4,4WD,8,4,4,CBU,Japan
MERCEDES-BENZ - PC,G 63,3982,AT,G,100,3200,9,-,585,2890,"4,873 x  2,187 x  1,969",5,4X4,4WD,-,5,4,CBU,-
TOYOTA,Land Cruiser 200,4700,MT,D,93,3350,-,285 / 65R / 17,235 / 3200,2850,4950 X1970 X905,7,4X4,AWD,-,5,4,CBU,Japan
,Land Cruiser 70,4461,MT,D,93,3350,-,285 / 65R / 17,235 / 3200,2850,4950 X1970 X905,7,4X4,AWD,-,5,4,CBU,Japan
,Fortuner VRZ 2.7 DSL FMC 2015 4x4 AT,2694,AT,D,80,-,4100,265 / 60 R18,149.3 / 3400,2745,4795x1855x1835,7,4X4,AWD,5,5,4,CKD,INA
,Fortuner G 2.7   DSL FMC 4x4 2015 AT,2694,AT,D,80,-,4100,265 / 65 R17,149.3 / 3400,2745,4795x1855x1835,7,4X4,AWD,5,5,4,CKD,INA
VOLKWAGEN,Touareg 3.0 TDI,3000,AT,D,-,2174,4970,255/55/R18,240,2893,4795 x  1940 x  1732,-,4X4,4WD,-,5,4,CBU,Germany
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BRAND,MODEL/TYPE,CC,TRANS,FUEL,TANK CAPT,GVW (Kg),GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD,ORIGIN COUNTRY
MITSUBISHI FUSO,FE 71 BC - 4 W,3908,MT,D,70,5200,4875,"7,50-15-12PR",110,2500,4890 X 1750 X 2055,3,4X2,FR,116,3,4,CKD,INA
,FE 83 BC - 6 W,3908,MT,D,100,7000,5714,"7,00-16-14PR",110,3350,6260X 1930 X 1576,3,4X2,FR,100,3,6,CKD,INA
,FE 84G BC - 6 W,3908,MT,D,100,8000,6166,"7,50-16-14PR",136,3350,6050 X 2035 X 2210,3,4X2,FR,112,3,6,CKD,INA
HINO,FB 130,4009,MT,D,100,8000,6167,7.50-16-14 PR,130,3780,7045 x  2100 x  1770,27-31,4X2,FR,104.6,-,6,CKD,INA
,Dutro 110 SD-LB,4009,MT,D,100,5200,4625,245/75R16-10PR,110,3205,5420 x  1717 x  2092,23,4X2,FR,126,-,4,CKD,INA
,New  110 SDB,4009,MT,D,100,7000,5125,7.00-16-14R,110,3380,3380 x  6026 x  1864,-,4X2,FR,115,-,4,CKD,INA
,New  110 SDBL,4009,MT,D,100,7000,5125,7.00-16-14R,110,3380,3380 x  6026 x  1864,-,4X2,FR,115,-,4,CKD,INA
TATA,LP 713 Chassis,5675,MT,D,120,7700,3.11,7.5 R 16 - 14 PR,130,3800,7125 x  2092 x  2878,19,4X2,RR,112,2,6,CBU,India
TOYOTA,Dyna ST 110 PS Bus  Long,4009,MT,D,100,5200,4625,7.50-15-12PR,110 / 2800,2530,4745X1717X2120,2,4X2,FR,-,2,4,CKD,INA
,Dyna FT 130 PS Bus  Long,4009,MT,D,100,8250,6428,7.50-16-14PR,130 / 2700,3380,6026X1945X2165,2,4X2,FR,-,2,6,CKD,INA
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HINO,FC 190 J Bus,5123,MT,D,200,10400,6098,8.25-16-14R,190,5320,9150 x  2160 x  2135,40,4X2,FR,112,-,6,CKD,INA
,A  215,7684,MT,D,200,14200,5125,11R225-16PR,215,5800,11180 x  2425 x  2100,43-59,4X2,FR,105,-,6,CKD,INA
,R 260,7684,MT,D,270,14200,4300,11R225-16PR,260,6000,11470 x  2465 x  1890,43-59,4X2,FR,116,-,6,CKD,INA
,RN 285,7684,MT,D,270,16000,4300,11R225-16PR,285,6000,11670 x  2450 x  2020,43-59,4X2,FR,119,-,6,CKD,INA
MERCEDES BENZ - CV,OF 917 MT (WB 4250),3900,MT,D,200,10400,400 - 0.,235/75 R 17.5,170,4250,7447 x  2199,-,4X2,FR,110,-,4,CBU,India
,OF 917 MT (WB 5300),3900,MT,D,200,10400,400 - 0.,235/75 R 17.5,170,5300,8606 x  2199,-,4X2,FR,110,-,4,CBU,India
,OF 917 AT (WB 5300),3900,AT,D,200,10400,100 - 0.,235/75 R 17.5,170,5300,8606 x  2199,-,4X2,FR,110,-,4,CBU,India
,OH 1526,6374,MT,D,300,15000,700 - 0.,11.00 R 22.5,260,5950,11500 x  2498,-,4X2,RR,120,-,4,CKD,INA
,OF 1623,6374,MT,D,380,16000,700 - 0.,11.00 R 22.5,235,5950,11650 x  2480,-,4X2,FR,110,-,4,CBU,India
,OH 1626 L MT,6374,MT,D,300,16000,700 - 0.,11.00 R 22.5,260,5950,12000 x  2498,-,4X2,RR,120,-,4,CKD,INA
,OH 1626 L AT,6374,AT,D,300,16000,3.49 - 0.,11.00 R 22.5,260,5950,12000 x  2498,-,4X2,RR,120,-,4,CKD,INA
,O 500 U 1726,6374,AT,D,210,17000,3.36 - 0.,295 / 80 R 22.5,260,5950,11786 x  2472,-,4X2,RR,60,-,4,CBU,Brazil
,O 500 RS 1836,11967,MT,D,300,18000,528 - 0.,295 / 80 R 22.5,349,6300,12220 x  2458,-,4X2,RR,120,-,4,CKD,INA
SCANIA,K250UB-4X2,9000,AT,D,300,18000,4.88,275/70R22.5,250,6000,12000 x  2500 x  3785,2,4X2,FF,6,2,4,CKD,Sw edia
,K310IB-6X2,9000,AT,D,300,18000,4.88,275/70R22.5,250,6000,12000 x  2500 x  3785,2,6X2,FF,6,2,4,CBU,Sw edia
,K360IB-4X2,13000,AT,D,460,19500,3.07,295/80R22.5,360,6000,12000 x  2500 x  3785,2,4X2,FF,8,2,4,CKD,Sw edia
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
MERCEDES BENZ - CV,OC 500 RF 2542 Maxi,11967,AT,D,410,25500,3.36 - 0.,295 / 80 R 22.5,422,6300,13500 x  2400,-,6X2,RR,120,-,6,CBU,Spain
,OC 500 RF 2542 DD,11967,AT,D,410,25500,3.36 - 0.,295 / 80 R 22.5,422,6800,13500 x  2400,-,6X2,RR,100,-,6,CBU,Spain
SCANIA,K320IA-6X2/2,9000,AT,G,1500,26000,5.14,275/70R22.5,320,5200,17590 x  2500 x  1691,2,6X2,FF,6,2,6,CBU,Sw edia
,K410IB-6X2*4,13000,AT,D,460,25000,3.07,295/80R22.5,410,6000,13095 x  2500 x  1680,2,6X2,FF,12,2,6,CBU,Sw edia
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BRAND,MODEL/TYPE,CC,TRANS,FUEL,TANK CAPT,GVW,GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEEL,CBU / CKD,ORIGIN COUNTRY
CHEVROLET,Colorado Crew  Cab 2.5,2500,MT,D,-,-,-,-,-,-,-,-,4X4,AWD,-,-,-,CBU,Thailand
,Colorado 2.8L High Country  (4x4) A/T,2500,MT,D,76,-,-,245/70/R16,163,3096,5347x2132x1785,5,4X4,AWD,6,2,4,CBU,Thailand
DAIHATSU,Gran Max  PU STD,1298,MT,G,43,1950,5125,175R13-8PR,88,2650,4149X1665X1850,3,4X2,FR,-,2,4,CKD,INA
,Gran Max  PU 3-Way  1.3,1298,MT,G,43,1950,5125,175R13-8PR,88,2650,4195X1675X1890,3,4X2,FR,-,2,4,CKD,INA
,Gran Max  PU 1.3 Deckless,1298,MT,G,43,1950,5125,175R13-8PR,88,2650,4195X1675X1890,3,4X2,FR,-,2,4,CKD,INA
,Gran Max  PU STD,1495,MT,G,43,2100,5125,175R13-8PR,97,2650,4149X1665X1850,3,4X2,FR,-,2,4,CKD,INA
,Gran Max  PU 3-Way  1.5,1495,MT,G,43,2100,5125,175R13-8PR,97,2650,4149X1665X1850,3,4X2,FR,-,2,4,CKD,INA
HYUNDAI - HIM,H-100 PU,2600,MT,G,75,-,-,-,-,-,-,3,4X2,-,-,2,4,CBU,Korea
,H-100 Chs,2600,MT,G,75,-,-,-,-,-,-,3,4X2,-,-,2,4,CBU,Korea
ISUZU,PHR 54 C AB,2499,MT,D,47,2540,-,-,-,-,-,-,4X2,-,-,2,4,CKD,INA
,PHR 54 C BB,2499,MT,D,47,2540,-,-,-,-,-,-,4X2,-,-,2,4,CKD,INA
,Panther PU STD,2499,MT,D,55,1990,4100,165-R13C-8PR,80,2680,"4,360 x  1,650 x  1,725",3,4X2,FR,-,2,4,CKD,INA
,Panther PU F/D,2499,MT,D,55,1990,4100,165-R13C-8PR,80,2680,"4,360 x  1,650 x  1,725",3,4X2,FR,-,2,4,CKD,INA
,Panther PU GD 3 Way,2499,MT,D,55,1990,4100,165-R13C-8PR,80,2680,"4,655 x  1,820 x  1,790",3,4X2,FR,-,2,4,CKD,INA
,D-MAX SC,2499,MT,D,76,2750,4100,245/70/R16,109,3095,"5,215 x  1,860 x  1,780",3,4X4,4WD,-,2,4,CBU,Thailand
KIA,K-2700 BIG-UP PU,2665,MT,D,70,2950,4444,195 R14,58.5/4.150 (kW/rpm),2415,4820 x  1790 x  2070,3,4X2,FR,-,2,4,CBU,Korea
,K-2700 BIG-UP Chs,2665,MT,D,70,2950,4444,195 R14,58.5/4.150 (kW/rpm),2415,4820 x  1790 x  2070,3,4X2,FR,-,2,4,CBU,Korea
MITSUBISHI MOTORS,L300 D P/U FLD,2500,MT,D,47,2450,5286,"7,00-14-8PR",74,2200,4170 X 1700 X 1845,3,4X2,FR,140,2,4,CKD,INA
,L300 D P/U STD,2500,MT,D,47,2450,5286,"7,00-14-8PR",74,2200,4170 X 1700 X 1845,3,4X2,FR,140,2,4,CKD,INA
,L300 D C/H,2500,MT,D,47,2450,5286,"7,00-14-8PR",74,2200,4170 X 1700 X 1845,3,4X2,FR,140,2,4,CKD,INA
,L300 D CC,2477,MT,D,47,2540,5286,"7,00-14-8PR",74,2200,4195 X 1695 X 1820,3,4X2,FR,-,2,4,CKD,INA
,Triton 2.5L SC HDX (4X4) MT,2477,MT,D,75,2760,4636,245/75/R16,178,3000,5080 X 1815 X 1795,5,4X4,4WD,165,4,4,CBU,Thailand
,Triton 2.5L SC GLX (4X2) MT,2477,MT,D,75,2760,4090,205R16C 110/80R 8PR,136,3000,5080 X 1785 X 1780,2,4X2,FR,-,2,4,CBU,Thailand
,Triton 2.5L CC GLX (4X2) MT,2477,MT,D,75,2760,4090,205R16C 110/80R 8PR,136,3000,5080 X 1785 X 1780,2,4X2,FR,-,2,4,CBU,Thailand
SUZUKI,New  Carry  PU FD,1493,MT,G,42,2085,4875,175/70 R13,78.8,1970,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CKD,INA
,New  Carry  PU WD,1493,MT,G,42,2085,4875,175/70 R13,78.8,1970,3875 X 1570 X 1915,3,4X2,FR,-,5,4,CKD,INA
,New  Carry  CH,1493,MT,G,42,2085,4875,175/70 R13,78.8,1970,3875 X 1570 X 1915,3,4X2,FR,-,5,4,CKD,INA
DFSK,DXK1021TYD1 1.3T AC STD (4X2) MT,1248,MT,D,55,2655,-,195R14C-8PR,74,2750,4280 X 1810 X 1890,3,4X2,FR,-,2,4,CKD,INA
,DXK1021TYQ1 1.5 AC STD (4X2) MT,1498,MT,G,55,2460,-,185R14C-8PR,102,2750,4440 X 1810 X 1890,3,4X2,FR,-,2,4,CKD,INA
,DXK1021TYQJ1 1.5 (4X2) MT,1498,MT,G,55,2460,-,185R14C-8PR,102,2750,4440 X 1810 X 1890,3,4X2,FR,-,2,4,CKD,INA
TATA,Super Ace Dle,1405,MT,D,38,2170,4.1,165 R14 - 8 PR,70,2380,4340 x  1565 x  1858,2,4X2,FR,125,5,4,CBU,India
,Super Ace Dls,1405,MT,D,38,2170,4.1,165 R14 - 8 PR,70,2380,4340 x  1565 x  1858,2,4X2,FR,125,5,4,CBU,India
,Super Ace Dls  SC CHA,1405,MT,D,38,2170,4.1,165 R14 - 8 PR,70,2380,4340 x  1565 x  1858,2,4X2,FR,125,2,4,CBU,India
,Xenon RX,2956,MT,D,60,2950,3.7,215/75 R16,73,3150,5361 x  1860 x  1785,2,4X2,FR,120,5,4,CBU,India
,ACE EX2,702,MT,D,-,1550,-,155 R13 LT - 8 PR,16,2100,3800 x  1500 x  1861,2,4X2,FR,70,2,4,CBU,India
,ACE ZIP,611,MT,D,10,1285,6.92,145 R12 LT,11,1650,3020 x  1480 x  1800,2,4X2,FR,50,2,4,CBU,India
,IRIS CNG,611,MT,D,10,1285,6.92,145 R12 LT,11,1650,3020 x  1480 x  1800,2,4X2,FR,50,2,4,CBU,India
,Xenon XT,2179,MT,D,65,2950,3.73,215/75 R 16,140,3150,5125 x  1860 x  1765,5,4X4,4WD,160,4,4,CBU,India
TOYOTA,HiLux  2.4 P/U SC E,2394,MT,D,65,1490,-,255 / 70 R15C,102 / 3600,2750,4800X1760X1680,2,4X2,FR,5,2,4,CBU,Thailand
,HiLux  2.0 P/U SC,2000,MT,G,65,1265,-,205 / 70 R15,136 / 5600,2750,4800X1760X1680,2,4X2,FR,-,2,4,CBU,Thailand
,Hilux  2.4 P/U Single Cab 4x4,2394,AT,D,70,1880,-,255 / 70 R15C,144 / 3400,3085,5260X1835X1850,4,4X4,4WD,-,4,4,CBU,Thailand
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FAW,Mixer Truck (DB130MT),4214,MT,D,80,10000,-,-,-,-,-,-,4X2,-,-,2,4,CBU,China
HINO,Dutro 110 SD STD,4009,MT,D,100,5200,4625,7.50-15-12 PR,110,2530,4745 x  1717 x  2120,2,4X2,FR,126,2,4,CKD,INA
,Dutro 130 HD STD,4009,MT,D,100,7500,5375,7.50-16-14 PR,130,3380,6026 x  1945 x  2165,2,4X2,FR,124,2,6,CKD,INA
,Dutro 130 HD STD 6.4,4009,MT,D,100,8250,6833,7.50-16-14 PR,130,3380,6026 x  1945 x  2165,2,4X2,FR,97,2,6,CKD,INA
,New  110 SDR,4009,MT,D,100,8250,6833,7.50-16-14 PR,130,3380,6026 x  1945 x  2165,2,4X2,FR,97,2,6,CKD,INA
,New  110 SDL,4009,MT,D,100,8250,6833,7.50-16-14 PR,130,3380,6026 x  1945 x  2165,2,4X2,FR,97,2,6,CKD,INA
,New  110 LD,4009,MT,D,100,8250,6833,7.50-16-14 PR,130,3380,6026 x  1945 x  2165,2,4X2,FR,97,2,6,CKD,INA
,New  110 LDL,4009,MT,D,100,8250,6833,7.50-16-14 PR,130,3380,6026 x  1945 x  2165,2,4X2,FR,97,2,6,CKD,INA
,New  130 MD,4009,MT,D,100,8250,6833,7.50-16-14 PR,130,3380,6026 x  1945 x  2165,2,4X2,FR,97,2,6,CKD,INA
,New  130 MDL,4009,MT,D,100,8250,6833,7.50-16-14 PR,130,3380,6026 x  1945 x  2165,2,4X2,FR,97,2,6,CKD,INA
,New  130 HD Cargo,4009,MT,D,100,8250,6833,7.50-16-14 PR,130,3380,6026 x  1945 x  2165,2,4X2,FR,97,2,6,CKD,INA
,New  130 HDL Cargo,4009,MT,D,100,8250,6833,7.50-16-14 PR,130,3380,6026 x  1945 x  2165,2,4X2,FR,97,2,6,CKD,INA
FAW,Chassis  (DD130CG),4214,MT,D,80,7800,4.87,R16-750,130,3860,6860 x  2500 x  2600,2,4X4,4WD,90,2,6,CBU,China
ISUZU,NQR71 EC,4570,MT,D,100,8000,6142,7.50-15-14PR,125,4175,"7,445 x  2,100 x  1,630",-,4X2,FR,110,2,6,CKD,INA
,NMR71T SD,4570,MT,D,100,8250,5375,7.50-15-14PR,125,3360,"6000 x1,920x2,280",3,4X2,FR,107,2,6,CKD,INA
,NMR71T HD 5.8,4570,MT,D,100,8250,5857,7.50-15-14PR,125,3360,"6,000x1,990x2,280",3,4X2,FR,102,2,6,CKD,INA
,NPS 75,4570,MT,D,100,8250,5857,7.50-15-14PR,125,3360,"6,000x1,990x2,280",3,4X2,FR,102,2,6,CBU,Thailand
,NLR55 T,2771,MT,D,75,5100,4.875,7.50-15-10PR,100,2490,"4,700 x  1,835 x  2,200",3,4X2,FR,-,2,4,CKD,INA
,NLR55 B,2771,MT,D,75,5100,4.875,225/75/R16,100,2490,"4,870 x  1,835 x  2,170",16,4X2,FR,-,2,4,CKD,INA
,NLR71 T,4570,MT,D,75,5100,4.556,750-15-12PR,125,2490,"4,700 x  1,835 x  2,200",3,4X2,FR,-,2,4,CKD,INA
,NLR71 BL,4570,MT,D,100,5100,4.3,225/75/R16,125,3360,"6,170 x  1,835 x  2,200",3,4X2,FR,-,2,4,CKD,INA
,NMR71T SDL,4570,MT,D,100,8250,5857,7.50-15-14PR,125,3360,"6,000x1,990x2,280",3,4X2,FR,102,2,6,CKD,INA
MITSUBISHI FUSO,FE 71 - 4 W,3908,MT,D,70,5150,4875,7.50-15-12 PR,110,2500,4735 X 1750 X 2055,3,4X2,FR,116,2,4,CKD,INA
,FE 73 - 6 W,3908,MT,D,100,7000,5714,"7,00-16-14PR",110,3350,5960 X 1870 X 2130,3,4X2,FR,100,2,6,CKD,INA
,FE 73 HD - 6 W,3908,MT,D,100,7000,6166,"7,00-16-14PR",110,3350,5960 X 1870 X 2130,3,4X2,FR,94,2,6,CKD,INA
,FE 74 HDV  - 6 W,3908,MT,D,100,7500,6333,"7,50-16-14PR",125,3350,5960 X 1970 X 2145,3,4X2,FR,113,2,6,CKD,INA
,FE 74 S - 6 W,3908,MT,D,100,7500,5571,"7,50-16-14PR",125,3350,5960 X 1970 X 2145,3,4X2,FR,120,2,6,CKD,INA
,FE 75 SUPER HD - 6 W,3908,MT,D,100,8250,6333,"7,50-16-14PR",136,3350,5960 X 1970 X 2145,3,4X2,FR,113,2,6,CKD,INA
,FE 84 - 6 W,3908,MT,D,100,8000,5714,"7,50-16-14PR",136,3850,6770 X 2035 X 2210,3,4X2,FR,113,2,6,CKD,INA
,FE 84 SHD - 6 W,3908,MT,D,0,8000,0,-,0,0,-,3,4X2,FR,0,2,6,CKD,INA
TATA MOTORS,Ultra 1012/45,3784,MT,D,160,9990,4.857,235/75R 17.5,138,4530,8054x2204x2469,2,4X2,RR,95,2,6,CBU,India
,Ultra 1014/45,2956,MT,D,160,9990,4.857,235/75R 17.5,138,4530,8054x2204x2469,2,4X2,RR,95,2,6,CBU,India
,Ultra 1014/33,2956,MT,D,120,9990,4.857,235/75R 17.5,138,3310,8054x2204x2469,2,4X2,RR,95,2,6,CBU,India
,LPT 913,5675,MT,D,120,9000,3.44,8.25 R 16-16 PR,130,3400,6210 x  2140 x  2341,2,4X2,FR,90,2,6,CBU,India
,LPT 813,5675,MT,D,120,8050,3.111,7.50 R 16 - 14PR,127,3800,6860 x  2155 x  2341,3,4X2,RR,112,2,6,CBU,India
TOYOTA,Dyna ST 110 PS STD,4009,MT,D,100,5200,4625,7.50-15-12PR,110 / 2800,2530,4745X1717X2120,2,4X2,FR,-,2,4,CKD,INA
,Dyna ET 110 PS,4009,MT,D,100,7500,6167,7.50-16-14PR,110 / 2800,3380,6026X1945X2165,2,4X2,FR,-,2,6,CKD,INA
,Dyna HT 130 Hi Gear,4009,MT,D,100,8250,6428,7.50-16-14PR,130 / 2700,3380,6026X1945X2165,2,4X2,FR,-,2,6,CKD,INA
,Dyna HT 130 STD Gear,4009,MT,D,100,8250,6428,7.50-16-14PR,130 / 2700,3380,6026X1945X2165,2,4X2,FR,-,2,6,CKD,INA
,Dyna HT 130 Extreme HI Gear,4009,MT,D,100,8250,6428,7.50-16-14PR,130 / 2700,3380,6026X1945X2165,2,4X2,FR,-,2,6,CKD,INA
TOTAL,,,,,,,,,,,,,,,,,,,
CUMULATIVE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HINO,FG 215 JP,7684,MT,D,200,14200,5857,9.00-20-14 PR,215,5530,9410 x  2400 x  2610,2,4X2,FR,104,2,6,CKD,INA
,FC 190 J,5123,MT,D,200,10400,5142,8.25-16-14 PR,190,5320,8980 x  2175 x  2485,2,4X2,FR,112,2,6,CKD,INA
,FG 235 JJ,7684,MT,D,200,15100,5857,10.00-20-16 PR,235,4280,7520 x  2425 x  2625,2,4X2,FR,94,2,6,CKD,INA
,FG 245 JJ,7684,MT,D,200,15100,6833,10.00-20-16 PR,245,4330,7600 x  2490 x  2755,2,4X2,FR,103,2,6,CKD,INA
,FG 235 JK,7684,MT,D,200,15100,5857,10.00-20-16 PR,235,4600,8010 x  2425 x  2625,2,4X2,FR,94,2,6,CKD,INA
,FG 245 JK,7684,MT,D,200,15100,6428,10.00-20-16 PR,245,4630,8150 x  2490   x  2755,2,4X2,FR,109,2,6,CKD,INA
,FG 235 JL,7684,MT,D,200,15100,5857,10.00-20-16 PR,235,4850,8555 x  2425 x  2625,2,4X2,FR,94,2,6,CKD,INA
,FG 245 JL,7684,MT,D,200,15100,6428,10.00-20-16 PR,245,4780,8650 x  2490 x  2755,2,4X2,FR,109,2,6,CKD,INA
,FG 235 JP,7684,MT,D,200,15100,5857,10.00-20-16 PR,235,5530,9615 x  2425 x  2625,2,4X2,FR,94,2,6,CKD,INA
,FG 245 JP,7684,MT,D,200,15100,5857,10.00-20-16 PR,235,5530,9615 x  2425 x  2625,2,4X2,FR,94,2,6,CKD,INA
,FG 260 JM,7684,MT,D,200,15100,5857,10.00-20-16 PR,260,5050,8680 x  2425 x  2625,2,4X2,FR,94,2,6,CKD,INA
,FG 235 JS,7684,MT,D,200,15100,5857,10.00-20-16 PR,235,6220,10500 x  2455 x  2630,2,4X2,FR,94,2,6,CKD,INA
,FG 235 JU,7684,MT,D,200,15100,6428,10.00-20-16 PR,235,7030,11950 x  2490 x  2750,2,4X2,FR,109,2,6,CKD,INA
FAW,Chassis  (HD310CG),9700,MT,D,400,12020,4.44,R20-11.00,310,900 + 5050 + 13,11950 x  2499 x  3075,2,8X4,FR,0,2,8,CBU,China
ISUZU,FVR34P,7790,MT,D,100,14000,7167,10.00-20-16PR,240,5050,"8,895 x  2,450 x  2,860",3,4X2,FR,95,2,6,CKD,INA
,FRR90,7790,MT,D,200,16000,7167,10.00-20-16PR,240,4250,"7,685 x  2,450 x  2,860",3,4X2,FR,95,2,6,CKD,INA
,FVR34L,7790,MT,D,200,16000,7167,10.00-20-16PR,240,4250,"7,685 x  2,450 x  2,860",3,4X2,FR,95,2,6,CKD,INA
,FVR34S,7790,MT,D,200,16000,7167,10.00-20-16PR,240,6050,"10,495 x  2,450 x  2,860",3,4X2,FR,95,2,6,CKD,INA
,FTR90L,5193,MT,D,100,14000,65,9.00-20-14PR,210,4250,"7,345 x  2,400 x  2,720",3,4X2,FR,107,2,6,CKD,INA
,FVR 34 P TH,5193,MT,D,100,14000,65,9.00-20-14PR,210,4250,"7,345 x  2,400 x  2,720",3,4X2,FR,107,2,6,CKD,INA
,FVM34 Q,7790,MT,D,100,16000,7167,10.00-20-16PR,240,4850+650,"8,810 x  2,450 x  2,860",3,6X2,FR,98,2,6,CKD,INA
,GVR34H,7790,MT,D,200,16000,5125,10.00-20 16PR,285,3450,5948 x  2470 x  2860,3,4X2,FR,95,2,6,CKD,INA
MITSUBISHI FUSO,FM 517 HS (4X2),7545,MT,D,200,14030,6666,10.00-20-16PR,220,4280,7.535 X 2.410 X 2.710,3,4X2,FR,96,2,6,CKD,INA
,FM 517 HL (4X2),7545,MT,D,200,14030,6166,10.00-20-16PR,220,5550,9.405 X 2.410 X 2.710,3,4X2,FR,96,2,6,CKD,INA
,FM 65 FM HI GEAR (4X2),7545,MT,D,200,14030,6166,10.00-20-16PR,220,5550,9.405 X 2.410 X 2.710,3,4X2,FR,96,2,6,CKD,INA
,FM 65 FS HI GEAR (4X2),7545,MT,D,200,14030,6166,10.00-20-16PR,220,5550,9.405 X 2.410 X 2.710,3,4X2,FR,96,2,6,CKD,INA
,FM 65 FSL (4X2),7545,MT,D,200,14030,6166,10.00-20-16PR,220,5550,9.405 X 2.410 X 2.710,3,4X2,FR,96,2,6,CKD,INA
,FM 65 FSL HI GEAR (4X2),7545,MT,D,200,14030,6166,10.00-20-16PR,220,5550,9.405 X 2.410 X 2.710,3,4X2,FR,96,2,6,CKD,INA
,FM 65 FS (4X2),7545,MT,D,200,14030,6166,10.00-20-16PR,220,5550,9.405 X 2.410 X 2.710,3,4X2,FR,96,2,6,CKD,INA
,FM 65 FL HI GEAR (4X2),7545,MT,D,200,14030,6166,10.00-20-16PR,220,5550,9.405 X 2.410 X 2.710,3,4X2,FR,96,2,6,CKD,INA
,FM 65 FL (4X2),7545,MT,D,200,14030,6166,10.00-20-16PR,220,5550,9.405 X 2.410 X 2.710,3,4X2,FR,96,2,6,CKD,INA
